%	відсотка
%	відсоткам
%	відсотками
%	відсотках
%	відсотки
%	відсоткові
%	відсотком
%	відсотку
%	відсотків
%	відсоток
%	процент
%	процента
%	проценту
%	процентові
%	процентом
%	проценті
%	проценти
%	процентів
%	процентам
%	процентами
%	процентах
%	проценте
м/с	метрів на секунду
м/с	метрів за секунду
°C	градус за цельсієм
°C	градус цельсія
°C	градус за шкалою цельсія
°	градус
°C	градуса за цельсієм
°C	градуса цельсія
°C	градуса за шкалою цельсія
°	градуса
°C	градуси за цельсієм
°C	градуси цельсія
°C	градуси за шкалою цельсія
°	градуси
°C	градусів за цельсієм
°C	градусів цельсія
°C	градусів за шкалою цельсія
°	градусів
Б	байт
Б	байта
Б	байту
Б	байтові
Б	байтом
Б	байті
Б	байти
Б	байтів
Б	байтам
Б	байтами
Б	байтах
Б	байте
КБ	кілобайт
КБ	кілобайта
КБ	кілобайту
КБ	кілобайтові
КБ	кілобайтом
КБ	кілобайті
КБ	кілобайти
КБ	кілобайтів
КБ	кілобайтам
КБ	кілобайтами
КБ	кілобайтах
КБ	кілобайте
МБ	мегабайт
МБ	мегабайта
МБ	мегабайту
МБ	мегабайтові
МБ	мегабайтом
МБ	мегабайті
МБ	мегабайти
МБ	мегабайтів
МБ	мегабайтам
МБ	мегабайтами
МБ	мегабайтах
МБ	мегабайте
ГБ	гігабайт
ГБ	гігабайта
ГБ	гігабайту
ГБ	гігабайтові
ГБ	гігабайтом
ГБ	гігабайті
ГБ	гігабайти
ГБ	гігабайтів
ГБ	гігабайтам
ГБ	гігабайтами
ГБ	гігабайтах
ГБ	гігабайте
ТБ	терабайт
ТБ	терабайта
ТБ	терабайту
ТБ	терабайтові
ТБ	терабайтом
ТБ	терабайті
ТБ	терабайти
ТБ	терабайтів
ТБ	терабайтам
ТБ	терабайтами
ТБ	терабайтах
ТБ	терабайте
Вт	ват
Вт	вата
Вт	вату
Вт	ватові
Вт	ватом
Вт	ваті
Вт	вати
Вт	ватів
Вт	ватам
Вт	ватами
Вт	ватах
Вт	вате
кВт	кіловат
кВт	кіловата
кВт	кіловату
кВт	кіловатові
кВт	кіловатом
кВт	кіловаті
кВт	кіловати
кВт	кіловатів
кВт	кіловатам
кВт	кіловатами
кВт	кіловатах
кВт	кіловате
кВт·год	кіловат-годин
кВт·год	кіловат-година
кВт·год	кіловат-години
кВт·год	кіловат-годину
А	ампер
А	ампера
А	амперу
А	амперові
А	ампером
А	ампері
А	ампери
А	амперів
А	амперам
А	амперами
А	амперах
А	ампере
В	вольт
В	вольта
В	вольту
В	вольтові
В	вольтом
В	вольті
В	вольти
В	вольтів
В	вольтам
В	вольтами
В	вольтах
В	вольте
Гц	герц
Гц	герца
Гц	герцу
Гц	герцові
Гц	герцом
Гц	герці
Гц	герци
Гц	герців
Гц	герцам
Гц	герцами
Гц	герцах
Гц	герце
кГц	кілогерц
кГц	кілогерца
кГц	кілогерцу
кГц	кілогерцові
кГц	кілогерцом
кГц	кілогерці
кГц	кілогерци
кГц	кілогерців
кГц	кілогерцам
кГц	кілогерцами
кГц	кілогерцах
кГц	кілогерце
МГц	мегагерц
МГц	мегагерца
МГц	мегагерцу
МГц	мегагерцові
МГц	мегагерцом
МГц	мегагерці
МГц	мегагерци
МГц	мегагерців
МГц	мегагерцам
МГц	мегагерцами
МГц	мегагерцах
МГц	мегагерце
ГГц	гігагерц
ГГц	гігагерца
ГГц	гігагерцу
ГГц	гігагерцові
ГГц	гігагерцом
ГГц	гігагерці
ГГц	гігагерци
ГГц	гігагерців
ГГц	гігагерцам
ГГц	гігагерцами
ГГц	гігагерцах
ГГц	гігагерце
дБ	децибел
дБ	децибела
дБ	децибелу
дБ	децибелові
дБ	децибелом
дБ	децибелі
дБ	децибели
дБ	децибелів
дБ	децибелам
дБ	децибелами
дБ	децибелах
дБ	децибеле
ккал	кілокалорія
ккал	кілокалорії
ккал	кілокалорію
ккал	кілокалорією
ккал	кілокалорій
ккал	кілокалоріям
ккал	кілокалоріями
ккал	кілокалоріях
кал	калорія
кал	калорії
кал	калорію
кал	калорією
кал	калорій
кал	калоріям
кал	калоріями
кал	калоріях
мг	міліграм
мг	міліграма
мг	міліграму
мг	міліграмові
мг	міліграмом
мг	міліграмі
мг	міліграми
мг	міліграмів
мг	міліграмам
мг	міліграмами
мг	міліграмах
мг	міліграме
